#
#--------LOG from Fri 10 Jun 2016 at 17h:16m:57s ---------
#
#voltage(V)	current(A)	timestamp
  +0.032	+1.9483e-09	1465596769
  -9.966	-2.0090e-09	1465596774
 -19.946	-3.2603e-09	1465596779
 -29.942	-4.2230e-09	1465596784
 -39.935	-5.0986e-09	1465596789
 -49.933	-6.2947e-09	1465596794
 -59.913	-8.8429e-09	1465596799
 -69.911	-1.2093e-08	1465596804
 -79.925	-1.4730e-08	1465596809
 -89.922	-1.7000e-08	1465596814
 -99.938	-1.9051e-08	1465596819
-109.953	-2.0504e-08	1465596824
-119.964	-2.1528e-08	1465596829
-129.960	-2.2079e-08	1465596834
-139.975	-2.2651e-08	1465596839
-149.988	-2.3118e-08	1465596844
-159.985	-2.3569e-08	1465596849
-169.964	-2.3970e-08	1465596854
-179.962	-2.4420e-08	1465596859
-189.954	-2.4799e-08	1465596864
-199.951	-2.5203e-08	1465596869
-209.929	-2.5677e-08	1465596874
-219.926	-2.6063e-08	1465596879
-229.937	-2.6470e-08	1465596884
-239.953	-2.6949e-08	1465596889
-249.950	-2.7475e-08	1465596894
-259.966	-2.7857e-08	1465596899
-269.977	-2.8322e-08	1465596904
-279.974	-2.8845e-08	1465596909
-289.989	-2.9272e-08	1465596914
-300.004	-3.0026e-08	1465596919
-310.006	-3.3128e-07	1465596924
-319.984	-1.9896e-06	1465596937
-329.981	-2.7571e-06	1465596942
-339.976	-3.6768e-06	1465596947
-349.975	-5.2599e-06	1465596952
-359.956	-7.4602e-06	1465596957
-369.957	-9.9497e-06	1465596962
-379.953	-1.4337e-05	1465596970
-389.969	-1.8584e-05	1465596975
-399.968	-2.3865e-05	1465596980
-409.984	-3.0459e-05	1465596985
-419.996	-3.8414e-05	1465596990
-429.995	-4.7996e-05	1465596995
-440.012	-5.9941e-05	1465597000
-450.029	-7.4011e-05	1465597005
-460.030	-9.0388e-05	1465597010
-462.717	-9.9998e-05	1465597015
