Parameters of the vcal vs. pulse height fits
par[3]*(TMath::Erf((x[0]-par[0])/par[1])+par[2])

3.445776e+02 4.492515e+02 8.560809e-01 1.376019e+02     Pix  0  0
3.542730e+02 4.669692e+02 8.317660e-01 1.398068e+02     Pix  0  1
3.572986e+02 4.536982e+02 8.349715e-01 1.390706e+02     Pix  0  2
3.549759e+02 4.342524e+02 8.901759e-01 1.344714e+02     Pix  0  3
3.435430e+02 4.525655e+02 8.455315e-01 1.387061e+02     Pix  0  4
3.458950e+02 4.362858e+02 8.695142e-01 1.365398e+02     Pix  0  5
3.582407e+02 4.605685e+02 8.116716e-01 1.409569e+02     Pix  0  6
3.463355e+02 4.581957e+02 8.156421e-01 1.410707e+02     Pix  0  7
3.486894e+02 4.668267e+02 7.819506e-01 1.438513e+02     Pix  0  8
3.548374e+02 4.599524e+02 7.958102e-01 1.418629e+02     Pix  0  9
3.592174e+02 4.652529e+02 8.095689e-01 1.417334e+02     Pix  0 10
3.516248e+02 4.682001e+02 7.982543e-01 1.426195e+02     Pix  0 11
3.508497e+02 4.937341e+02 7.274980e-01 1.485439e+02     Pix  0 12
3.361521e+02 5.044101e+02 6.998521e-01 1.519812e+02     Pix  0 13
3.755862e+02 4.823727e+02 7.545321e-01 1.457335e+02     Pix  0 14
3.456713e+02 4.738773e+02 8.049955e-01 1.420970e+02     Pix  0 15
3.463333e+02 4.636902e+02 8.238923e-01 1.404775e+02     Pix  0 16
3.443105e+02 4.425230e+02 8.669435e-01 1.368474e+02     Pix  0 17
3.592960e+02 4.624113e+02 8.052998e-01 1.418404e+02     Pix  0 18
3.614327e+02 4.820465e+02 7.650439e-01 1.452423e+02     Pix  0 19
3.577451e+02 4.808152e+02 7.686435e-01 1.450973e+02     Pix  0 20
3.571021e+02 4.715537e+02 8.008285e-01 1.424644e+02     Pix  0 21
3.506440e+02 4.516061e+02 8.361355e-01 1.391900e+02     Pix  0 22
3.411258e+02 4.635355e+02 8.117896e-01 1.412986e+02     Pix  0 23
3.654359e+02 4.874082e+02 7.432206e-01 1.466000e+02     Pix  0 24
3.592402e+02 4.858280e+02 7.397381e-01 1.470129e+02     Pix  0 25
3.798220e+02 4.649414e+02 7.787144e-01 1.429641e+02     Pix  0 26
3.660709e+02 4.482724e+02 8.390887e-01 1.385287e+02     Pix  0 27
3.604524e+02 4.494076e+02 8.432007e-01 1.388245e+02     Pix  0 28
3.489571e+02 4.812113e+02 7.780703e-01 1.444896e+02     Pix  0 29
3.687287e+02 4.744847e+02 7.671583e-01 1.445409e+02     Pix  0 30
3.459184e+02 4.846796e+02 7.284849e-01 1.486850e+02     Pix  0 31
3.931415e+02 4.421724e+02 8.242185e-01 1.386669e+02     Pix  0 32
3.591136e+02 4.612690e+02 8.306221e-01 1.400564e+02     Pix  0 33
3.567671e+02 4.647193e+02 8.324488e-01 1.397356e+02     Pix  0 34
3.522376e+02 4.485436e+02 8.522447e-01 1.378309e+02     Pix  0 35
3.513506e+02 4.729626e+02 7.898169e-01 1.432997e+02     Pix  0 36
3.467981e+02 4.750968e+02 7.685375e-01 1.449581e+02     Pix  0 37
3.576466e+02 4.963834e+02 7.543271e-01 1.462571e+02     Pix  0 38
3.591087e+02 4.619414e+02 8.046117e-01 1.417137e+02     Pix  0 39
3.454093e+02 4.838577e+02 7.716222e-01 1.451872e+02     Pix  0 40
3.590739e+02 4.714910e+02 8.039061e-01 1.420851e+02     Pix  0 41
3.893486e+02 4.487224e+02 8.113453e-01 1.393416e+02     Pix  0 42
3.694175e+02 4.915436e+02 7.467357e-01 1.461121e+02     Pix  0 43
