  1 vdig       6  
  2 vana       88 
  3 vsh        30 
  4 vcomp      12 
  7 vwllpr     150
  9 vwllsh     150
 10 vhlddel    250
 11 vtrim      236
 12 vthrcomp   70 
 13 vibias_bus 30 
 17 phoffset   225
 19 vcomp_adc  50 
 20 phscale    50 
 22 vicolor    100
 25 vcal       200
 26 caldel     122
253 ctrlreg    0  
254 wbc        100
255 readback   0  
