#
#--------LOG from Thu 26 May 2016 at 10h:00m:58s ---------
#
#voltage(V)	current(A)	timestamp
  +0.030	+3.4570e-10	1464274675
  -9.969	-3.2265e-09	1464274680
 -19.949	-4.4383e-09	1464274685
 -29.946	-5.3897e-09	1464274690
 -39.940	-6.2049e-09	1464274695
 -49.939	-7.0124e-09	1464274700
 -59.919	-1.2951e-08	1464274705
 -69.918	-2.2466e-08	1464274710
 -79.931	-2.8038e-08	1464274715
 -89.927	-3.0556e-08	1464274720
 -99.942	-3.1931e-08	1464274725
-109.956	-3.3005e-08	1464274730
-119.966	-3.4100e-08	1464274735
-129.962	-3.4805e-08	1464274740
-139.977	-3.5777e-08	1464274745
-149.989	-3.6540e-08	1464274750
-159.987	-3.7128e-08	1464274755
-169.966	-3.7972e-08	1464274760
-179.963	-3.8582e-08	1464274765
-189.956	-3.9167e-08	1464274770
-199.954	-3.9683e-08	1464274775
-209.933	-4.0067e-08	1464274780
-219.930	-4.5429e-08	1464274785
-229.947	-5.5373e-07	1464274790
-239.959	-2.3689e-06	1464274802
-249.960	-5.7128e-06	1464274807
-259.969	-1.0278e-05	1464274816
-269.980	-1.6721e-05	1464274821
-279.976	-2.5392e-05	1464274826
-289.992	-3.5960e-05	1464274831
-300.008	-4.8168e-05	1464274836
-310.008	-6.2019e-05	1464274841
-319.990	-7.7789e-05	1464274846
-329.989	-9.5319e-05	1464274851
-332.512	-9.9997e-05	1464274856
