#
#--------LOG from Fri 27 May 2016 at 12h:25m:39s ---------
#
#voltage(V)	current(A)	timestamp
  +0.030	-4.5122e-10	1464369638
  -9.967	-3.8276e-09	1464369643
 -19.946	-5.0250e-09	1464369648
 -29.943	-5.8856e-09	1464369653
 -39.937	-6.6933e-09	1464369658
 -49.935	-7.6277e-09	1464369663
 -59.914	-1.3701e-08	1464369668
 -69.912	-2.0889e-08	1464369673
 -79.927	-2.5275e-08	1464369678
 -89.924	-2.7417e-08	1464369683
 -99.939	-2.8568e-08	1464369688
-109.954	-2.9292e-08	1464369693
-119.965	-3.0005e-08	1464369698
-129.962	-3.0596e-08	1464369703
-139.977	-3.1094e-08	1464369708
-149.989	-3.1603e-08	1464369713
-159.986	-3.2222e-08	1464369718
-169.966	-3.2783e-08	1464369723
-179.962	-3.3192e-08	1464369728
-189.954	-3.3779e-08	1464369733
-199.951	-3.4250e-08	1464369738
-209.930	-3.4772e-08	1464369743
-219.927	-3.5250e-08	1464369748
-229.937	-3.5752e-08	1464369753
-239.953	-3.6228e-08	1464369758
-249.951	-3.6690e-08	1464369764
-259.967	-3.7062e-08	1464369769
-269.978	-3.7487e-08	1464369774
-279.974	-3.7856e-08	1464369779
-289.990	-3.8328e-08	1464369784
-300.006	-3.8792e-08	1464369789
-310.003	-3.9190e-08	1464369794
-319.981	-3.9556e-08	1464369799
-329.979	-4.0105e-08	1464369804
-339.972	-4.0607e-08	1464369809
-349.969	-4.1295e-08	1464369814
-359.948	-4.1841e-08	1464369819
-369.945	-4.2425e-08	1464369824
-379.952	-4.3166e-08	1464369829
-389.969	-4.3986e-08	1464369834
-399.967	-4.4783e-08	1464369839
-409.983	-4.5743e-08	1464369844
-419.993	-4.6679e-08	1464369849
-429.990	-4.7677e-08	1464369854
-440.006	-4.8721e-08	1464369859
-450.021	-4.9872e-08	1464369864
-460.020	-5.0931e-08	1464369869
-469.998	-5.2120e-08	1464369874
-479.995	-5.3325e-08	1464369879
-489.987	-5.4585e-08	1464369884
-499.984	-5.5821e-08	1464369889
-509.962	-5.7052e-08	1464369894
-519.959	-5.8205e-08	1464369899
-529.964	-5.9438e-08	1464369904
-539.982	-6.0684e-08	1464369909
-549.981	-6.1852e-08	1464369914
-559.997	-6.3007e-08	1464369919
-570.010	-6.4316e-08	1464369924
-580.027	-6.5599e-08	1464369929
-590.026	-6.6842e-08	1464369934
-600.042	-6.8325e-08	1464369939
