#
#--------LOG from Wed 13 Jul 2016 at 13h:23m:00s ---------
#
1468434187	 22.91
1468434193	 22.86
1468434198	 22.81
1468434204	 22.76
1468434209	 22.71
1468434215	 22.68
1468434220	 22.64
1468434225	 22.58
1468434231	 22.49
1468434236	 22.38
1468434241	 22.24
1468434246	 22.04
1468434252	 21.74
1468434257	 21.42
1468434263	 21.12
1468434268	 20.66
1468434274	 20.30
1468434279	 19.81
1468434284	 19.37
1468434290	 19.00
1468434295	 18.61
1468434300	 18.25
1468434305	 17.93
1468434311	 17.58
1468434316	 17.29
1468434322	 17.12
1468434327	 16.94
1468434332	 16.81
1468434338	 16.70
1468434343	 16.65
1468434349	 16.61
1468434355	 16.58
1468434361	 16.58
1468434366	 16.59
1468434371	 16.61
1468434376	 16.65
1468434381	 16.69
1468434387	 16.72
1468434392	 16.76
1468434397	 16.83
1468434402	 16.88
1468434408	 16.94
1468434413	 16.98
1468434418	 17.06
1468434423	 17.11
1468434429	 17.17
1468434435	 17.25
1468434440	 17.27
1468434446	 17.32
1468434451	 17.33
1468434457	 17.34
1468434462	 17.35
1468434468	 17.33
1468434473	 17.32
1468434478	 17.29
1468434484	 17.22
1468434489	 17.17
1468434495	 17.11
1468434500	 17.07
1468434505	 17.00
1468434511	 16.96
1468434516	 16.93
1468434521	 16.91
1468434526	 16.88
1468434532	 16.87
1468434537	 16.87
1468434542	 16.90
1468434547	 16.90
1468434553	 16.95
1468434558	 16.96
1468434563	 16.99
1468434568	 17.03
1468434574	 17.09
1468434579	 17.12
1468434584	 17.14
1468434590	 17.17
1468434595	 17.19
1468434600	 17.20
1468434606	 17.20
1468434611	 17.18
1468434616	 17.16
1468434621	 17.12
1468434626	 17.09
1468434632	 17.05
1468434637	 17.00
1468434642	 16.95
1468434647	 16.91
1468434653	 16.87
1468434658	 16.85
1468434664	 16.82
1468434669	 16.82
1468434674	 16.82
1468434680	 16.83
1468434686	 16.86
1468434691	 16.88
1468434696	 16.93
1468434701	 16.95
1468434707	 17.00
1468434712	 17.04
1468434717	 17.07
1468434723	 17.10
1468434728	 17.14
1468434733	 17.15
1468434739	 17.15
1468434744	 17.16
1468434749	 17.16
1468434754	 17.14
1468434759	 17.11
1468434764	 17.08
1468434770	 17.06
1468434775	 17.03
1468434780	 16.98
1468434785	 16.94
1468434791	 16.91
1468434797	 16.86
1468434803	 16.85
1468434808	 16.86
1468434814	 16.85
1468434819	 16.85
1468434824	 16.88
1468434830	 16.91
1468434835	 16.93
1468434840	 16.96
1468434846	 17.01
1468434851	 17.04
1468434856	 17.09
1468434861	 17.12
1468434866	 17.16
1468434872	 17.17
1468434877	 17.17
1468434882	 17.17
1468434888	 17.16
1468434893	 17.14
1468434899	 17.10
1468434904	 17.07
1468434909	 17.04
1468434915	 16.98
1468434920	 16.93
1468434925	 16.90
1468434931	 16.86
1468434936	 16.85
1468434941	 16.84
1468434946	 16.82
1468434952	 16.82
1468434957	 16.84
1468434962	 16.85
1468434968	 16.90
1468434973	 16.93
1468434978	 16.96
1468434983	 17.02
1468434988	 17.05
1468434994	 17.08
1468435000	 17.10
1468435005	 17.14
1468435010	 17.15
1468435015	 17.16
1468435021	 17.15
1468435027	 17.13
1468435033	 17.10
1468435038	 17.07
1468435043	 17.05
1468435048	 17.01
1468435054	 16.97
1468435059	 16.94
1468435064	 16.90
1468435069	 16.88
1468435074	 16.87
1468435079	 16.86
1468435084	 16.87
1468435090	 16.87
1468435095	 16.88
1468435101	 16.90
1468435106	 16.92
1468435111	 16.96
1468435116	 17.00
1468435122	 17.05
1468435127	 17.08
1468435133	 17.11
1468435138	 17.12
1468435143	 17.15
1468435148	 17.16
1468435154	 17.16
1468435159	 17.15
1468435164	 17.13
1468435170	 17.11
1468435175	 17.07
1468435181	 17.03
1468435186	 16.98
1468435192	 16.96
1468435198	 16.91
1468435203	 16.89
1468435208	 16.86
1468435214	 16.85
1468435219	 16.85
1468435225	 16.85
1468435230	 16.85
1468435235	 16.88
1468435241	 16.90
1468435246	 16.94
1468435251	 16.96
1468435256	 16.99
1468435262	 17.04
1468435267	 17.08
1468435272	 17.11
1468435278	 17.14
1468435283	 17.17
1468435288	 17.19
1468435293	 17.17
1468435298	 17.17
1468435304	 17.15
1468435309	 17.12
1468435314	 17.09
1468435320	 17.04
1468435325	 16.98
1468435331	 16.94
1468435336	 16.90
1468435342	 16.85
1468435347	 16.84
1468435352	 16.81
1468435357	 16.81
1468435362	 16.80
1468435368	 16.81
1468435373	 16.83
1468435378	 16.87
1468435384	 16.90
1468435389	 16.94
1468435394	 16.98
1468435400	 17.02
1468435405	 17.06
1468435411	 17.08
1468435416	 17.13
1468435422	 17.14
1468435427	 17.15
1468435432	 17.17
1468435437	 17.16
1468435442	 17.15
1468435448	 17.14
1468435453	 17.10
1468435458	 17.05
1468435464	 17.03
1468435469	 17.00
1468435474	 16.93
1468435479	 16.92
1468435484	 16.89
1468435490	 16.87
1468435495	 16.86
1468435500	 16.84
1468435506	 16.86
1468435511	 16.88
1468435517	 16.90
1468435522	 16.92
1468435528	 16.96
1468435533	 17.00
1468435538	 17.04
1468435543	 17.09
1468435549	 17.16
1468435554	 17.18
1468435559	 17.22
1468435564	 17.27
1468435570	 17.30
1468435575	 17.30
1468435580	 17.31
1468435585	 17.31
1468435591	 17.28
1468435597	 17.23
1468435602	 17.20
1468435608	 17.14
1468435613	 17.07
1468435618	 17.03
1468435623	 16.97
