# mask file generated by maskHotPixels
pix 0 3 31
pix 0 3 61
pix 0 3 79
pix 0 4 20
pix 0 4 69
pix 0 4 79
pix 0 5 37
pix 0 5 43
pix 0 5 52
pix 0 5 71
pix 0 5 79
pix 0 6 55
pix 0 6 79
pix 0 7 72
pix 0 8 6
pix 0 8 39
pix 0 8 79
pix 0 9 60
pix 0 9 79
pix 0 10 45
pix 0 10 52
pix 0 10 58
pix 0 10 60
pix 0 10 67
pix 0 10 72
pix 0 10 76
pix 0 11 79
pix 0 12 46
pix 0 12 67
pix 0 13 69
pix 0 13 79
pix 0 14 46
pix 0 14 74
pix 0 14 79
pix 0 15 24
pix 0 15 28
pix 0 15 43
pix 0 15 76
pix 0 15 79
pix 0 16 71
pix 0 16 79
pix 0 17 44
pix 0 17 47
pix 0 17 51
pix 0 19 56
pix 0 20 29
pix 0 20 79
pix 0 21 60
pix 0 22 51
pix 0 22 56
pix 0 22 79
pix 0 23 36
pix 0 23 60
pix 0 24 24
pix 0 24 29
pix 0 24 42
pix 0 25 47
pix 0 25 56
pix 0 26 35
pix 0 26 64
pix 0 27 61
pix 0 27 69
pix 0 27 79
pix 0 29 55
pix 0 29 79
pix 0 30 47
pix 0 31 50
pix 0 32 30
pix 0 32 79
pix 0 33 79
pix 0 34 40
pix 0 35 23
pix 0 35 39
pix 0 35 67
pix 0 35 79
pix 0 37 40
pix 0 37 46
pix 0 37 64
pix 0 38 40
pix 0 38 45
pix 0 38 58
pix 0 39 52
pix 0 39 65
pix 0 39 68
pix 0 41 38
pix 0 41 56
pix 0 41 58
pix 0 43 55
pix 0 43 60
pix 0 43 79
pix 0 44 59
pix 0 45 76
pix 0 46 79
pix 0 47 25
pix 0 47 79
pix 0 48 56
pix 0 48 59
pix 0 48 79
pix 0 49 34
pix 0 49 52
pix 0 49 61
pix 0 49 70
pix 0 51 10
pix 0 51 12
pix 0 51 13
pix 0 51 15
pix 0 51 16
pix 0 51 17
pix 0 51 20
pix 0 51 21
pix 0 51 23
pix 0 51 24
pix 0 51 25
pix 0 51 27
pix 0 51 28
pix 0 51 29
pix 0 51 30
pix 0 51 32
pix 0 51 33
pix 0 51 34
pix 0 51 35
pix 0 51 36
pix 0 51 37
pix 0 51 38
pix 0 51 39
pix 0 51 40
pix 0 51 41
pix 0 51 42
pix 0 51 43
pix 0 51 44
pix 0 51 45
pix 0 51 46
pix 0 51 47
pix 0 51 48
pix 0 51 49
pix 0 51 50
pix 0 51 51
pix 0 51 52
pix 0 51 53
pix 0 51 54
pix 0 51 55
pix 0 51 56
pix 0 51 57
pix 0 51 58
pix 0 51 59
pix 0 51 60
pix 0 51 61
pix 0 51 62
pix 0 51 63
pix 0 51 64
pix 0 51 66
pix 0 51 67
pix 0 51 68
pix 0 51 75
pix 0 51 76
pix 0 51 77
pix 0 51 78
pix 0 51 79
pix 1 0 6
pix 1 0 7
pix 1 0 8
pix 1 0 9
pix 1 0 10
pix 1 0 11
pix 1 0 12
pix 1 0 13
pix 1 0 14
pix 1 0 15
pix 1 0 16
pix 1 0 17
pix 1 0 18
pix 1 0 19
pix 1 0 20
pix 1 0 21
pix 1 0 22
pix 1 0 23
pix 1 0 24
pix 1 0 26
pix 1 0 27
pix 1 0 28
pix 1 0 30
pix 1 0 31
pix 1 0 32
pix 1 0 33
pix 1 0 34
pix 1 0 35
pix 1 0 36
pix 1 0 37
pix 1 0 38
pix 1 0 39
pix 1 0 40
pix 1 0 41
pix 1 0 42
pix 1 0 43
pix 1 0 44
pix 1 0 45
pix 1 0 46
pix 1 0 47
pix 1 0 48
pix 1 0 49
pix 1 0 50
pix 1 0 51
pix 1 0 52
pix 1 0 53
pix 1 0 54
pix 1 0 55
pix 1 0 56
pix 1 0 57
pix 1 0 58
pix 1 0 59
pix 1 0 60
pix 1 0 61
pix 1 0 62
pix 1 0 63
pix 1 0 64
pix 1 0 65
pix 1 0 66
pix 1 0 67
pix 1 0 68
pix 1 0 69
pix 1 0 70
pix 1 0 71
pix 1 0 72
pix 1 0 73
pix 1 0 74
pix 1 0 75
pix 1 0 76
pix 1 0 77
pix 1 0 78
pix 1 0 79
pix 1 1 5
pix 1 1 18
pix 1 1 21
pix 1 1 23
pix 1 1 25
pix 1 1 29
pix 1 1 30
pix 1 1 33
pix 1 1 34
pix 1 1 38
pix 1 1 40
pix 1 1 42
pix 1 1 44
pix 1 1 45
pix 1 1 52
pix 1 1 53
pix 1 1 54
pix 1 1 55
pix 1 1 57
pix 1 1 59
pix 1 1 60
pix 1 1 62
pix 1 1 64
pix 1 1 68
pix 1 1 70
pix 1 1 72
pix 1 1 73
pix 1 1 74
pix 1 1 76
pix 1 1 77
pix 1 1 79
pix 1 2 9
pix 1 2 19
pix 1 2 21
pix 1 2 27
pix 1 2 30
pix 1 2 37
pix 1 2 42
pix 1 2 45
pix 1 2 46
pix 1 2 56
pix 1 2 59
pix 1 2 62
pix 1 2 66
pix 1 2 67
pix 1 2 70
pix 1 2 71
pix 1 2 75
pix 1 2 79
pix 1 3 16
pix 1 3 24
pix 1 3 27
pix 1 3 38
pix 1 3 42
pix 1 3 48
pix 1 3 52
pix 1 3 56
pix 1 3 61
pix 1 3 62
pix 1 3 64
pix 1 3 68
pix 1 3 71
pix 1 3 74
pix 1 3 77
pix 1 3 79
pix 1 4 18
pix 1 4 35
pix 1 4 39
pix 1 4 40
pix 1 4 44
pix 1 4 47
pix 1 4 49
pix 1 4 50
pix 1 4 54
pix 1 4 59
pix 1 4 63
pix 1 4 66
pix 1 4 70
pix 1 4 74
pix 1 4 75
pix 1 4 77
pix 1 4 79
pix 1 5 27
pix 1 5 30
pix 1 5 38
pix 1 5 45
pix 1 5 46
pix 1 5 48
pix 1 5 52
pix 1 5 57
pix 1 5 59
pix 1 5 61
pix 1 5 64
pix 1 5 65
pix 1 5 66
pix 1 5 70
pix 1 5 72
pix 1 5 73
pix 1 5 76
pix 1 5 78
pix 1 5 79
pix 1 6 10
pix 1 6 14
pix 1 6 27
pix 1 6 31
pix 1 6 33
pix 1 6 36
pix 1 6 40
pix 1 6 47
pix 1 6 48
pix 1 6 50
pix 1 6 56
pix 1 6 58
pix 1 6 60
pix 1 6 61
pix 1 6 62
pix 1 6 64
pix 1 6 70
pix 1 6 73
pix 1 6 75
pix 1 6 78
pix 1 6 79
pix 1 7 36
pix 1 7 42
pix 1 7 48
pix 1 7 51
pix 1 7 55
pix 1 7 59
pix 1 7 61
pix 1 7 63
pix 1 7 66
pix 1 7 68
pix 1 7 70
pix 1 7 71
pix 1 7 72
pix 1 7 77
pix 1 7 79
pix 1 8 8
pix 1 8 14
pix 1 8 18
pix 1 8 21
pix 1 8 24
pix 1 8 29
pix 1 8 40
pix 1 8 44
pix 1 8 45
pix 1 8 52
pix 1 8 55
pix 1 8 59
pix 1 8 60
pix 1 8 66
pix 1 8 68
pix 1 8 70
pix 1 8 72
pix 1 8 75
pix 1 8 78
pix 1 8 79
pix 1 9 9
pix 1 9 12
pix 1 9 18
pix 1 9 21
pix 1 9 23
pix 1 9 50
pix 1 9 52
pix 1 9 55
pix 1 9 59
pix 1 9 62
pix 1 9 64
pix 1 9 74
pix 1 9 75
pix 1 9 76
pix 1 9 79
pix 1 10 9
pix 1 10 13
pix 1 10 33
pix 1 10 37
pix 1 10 38
pix 1 10 39
pix 1 10 43
pix 1 10 48
pix 1 10 50
pix 1 10 56
pix 1 10 60
pix 1 10 63
pix 1 10 65
pix 1 10 67
pix 1 10 71
pix 1 10 74
pix 1 10 78
pix 1 10 79
pix 1 11 15
pix 1 11 24
pix 1 11 26
pix 1 11 46
pix 1 11 49
pix 1 11 54
pix 1 11 55
pix 1 11 62
pix 1 11 65
pix 1 11 68
pix 1 11 70
