#
#--------LOG from Wed 14 Sep 2016 at 15h:54m:45s ---------
#
#voltage(V)	current(A)	timestamp
  +0.031	+3.6918e-09	1473886184
  -9.967	+1.4988e-09	1473886189
 -19.946	+1.1643e-10	1473886194
 -29.943	-1.8588e-09	1473886199
 -39.937	-3.4700e-09	1473886204
 -49.935	-4.4719e-09	1473886209
 -59.915	-6.8602e-09	1473886214
 -69.913	-1.0933e-08	1473886219
 -79.927	-1.5247e-08	1473886224
 -89.924	-1.8873e-08	1473886229
 -99.939	-2.1998e-08	1473886234
-109.953	-2.4077e-08	1473886239
-119.963	-2.5841e-08	1473886244
-129.960	-2.6681e-08	1473886249
-139.976	-2.7433e-08	1473886254
-149.988	-2.8066e-08	1473886259
-159.986	-2.8885e-08	1473886264
-169.965	-2.9347e-08	1473886269
-179.962	-2.9716e-08	1473886274
-189.954	-3.0451e-08	1473886279
-199.952	-3.0846e-08	1473886284
-209.931	-3.1648e-08	1473886289
-219.928	-3.2341e-08	1473886294
-229.939	-3.2854e-08	1473886299
-239.955	-3.3492e-08	1473886304
-249.952	-3.4315e-08	1473886309
-259.967	-3.4855e-08	1473886314
-269.978	-3.5697e-08	1473886319
-279.974	-3.6491e-08	1473886324
-289.990	-3.7268e-08	1473886329
-300.005	-3.8031e-08	1473886334
-310.003	-3.8943e-08	1473886339
-319.982	-3.9706e-08	1473886344
-329.979	-4.0597e-08	1473886349
-339.972	-4.1508e-08	1473886354
-349.969	-4.2182e-08	1473886359
-359.949	-4.3015e-08	1473886364
-369.947	-4.4036e-08	1473886369
-379.954	-4.4716e-08	1473886374
-389.969	-4.5859e-08	1473886379
-399.968	-4.6687e-08	1473886384
-409.983	-4.7512e-08	1473886389
-419.994	-4.8665e-08	1473886395
-429.991	-4.9546e-08	1473886400
-440.006	-5.0559e-08	1473886405
-450.021	-5.1863e-08	1473886410
-460.020	-5.2835e-08	1473886415
-469.998	-5.4247e-08	1473886420
-479.995	-5.5559e-08	1473886425
-489.987	-5.6807e-08	1473886430
-499.985	-5.8082e-08	1473886435
-509.964	-5.9705e-08	1473886440
-519.961	-6.1258e-08	1473886445
-529.966	-6.2771e-08	1473886450
-539.983	-6.4414e-08	1473886455
-549.982	-6.6096e-08	1473886460
-559.998	-6.7790e-08	1473886465
-570.010	-6.9774e-08	1473886470
-580.027	-7.1810e-08	1473886475
-590.025	-7.3971e-08	1473886480
-600.041	-7.6157e-08	1473886485
