#
#--------LOG from Thu 26 May 2016 at 14h:49m:33s ---------
#
#voltage(V)	current(A)	timestamp
  +0.031	-3.2340e-10	1464291861
  -9.967	-2.3172e-09	1464291866
 -19.947	-4.0131e-09	1464291871
 -29.945	-5.3446e-09	1464291876
 -39.938	-6.2425e-09	1464291881
 -49.936	-7.4265e-09	1464291886
 -59.916	-1.3837e-08	1464291891
 -69.914	-2.1653e-08	1464291896
 -79.928	-2.4989e-08	1464291901
 -89.925	-2.6616e-08	1464291906
 -99.940	-2.7866e-08	1464291911
-109.954	-2.9088e-08	1464291916
-119.965	-2.9904e-08	1464291921
-129.961	-3.0802e-08	1464291926
-139.976	-3.1885e-08	1464291931
-149.988	-3.2481e-08	1464291936
-159.987	-3.3310e-08	1464291941
-169.966	-3.3802e-08	1464291946
-179.963	-3.4727e-08	1464291951
-189.955	-3.5327e-08	1464291957
-199.952	-3.6058e-08	1464291962
-209.931	-3.6629e-08	1464291967
-219.929	-3.7250e-08	1464291972
-229.939	-3.7918e-08	1464291977
-239.955	-3.8730e-08	1464291982
-249.952	-3.9264e-08	1464291987
-259.967	-4.0115e-08	1464291992
-269.979	-4.0749e-08	1464291997
-279.974	-4.1292e-08	1464292002
-289.990	-4.1865e-08	1464292007
-300.005	-4.2461e-08	1464292012
-310.003	-4.3056e-08	1464292017
-319.982	-4.3447e-08	1464292022
-329.979	-4.3992e-08	1464292027
-339.973	-4.4045e-08	1464292032
-349.969	-4.4191e-08	1464292037
-359.949	-4.4328e-08	1464292042
-369.946	-4.6758e-08	1464292047
-379.956	-1.8249e-07	1464292052
-389.974	-4.3332e-07	1464292057
-399.977	-8.3413e-07	1464292062
-409.984	-1.3544e-06	1464292074
-419.996	-2.2726e-06	1464292079
-429.994	-3.3259e-06	1464292084
-440.012	-4.6550e-06	1464292089
-450.028	-6.5048e-06	1464292094
-460.030	-8.5637e-06	1464292099
-469.998	-1.0933e-05	1464292108
-479.997	-1.3553e-05	1464292113
-489.989	-1.6775e-05	1464292118
-499.986	-2.0275e-05	1464292123
-509.966	-2.4239e-05	1464292128
-519.963	-2.8720e-05	1464292133
-529.969	-3.3596e-05	1464292138
-539.987	-3.8970e-05	1464292143
-549.986	-4.4941e-05	1464292148
-560.004	-5.1220e-05	1464292153
-570.016	-5.8094e-05	1464292158
-580.034	-6.5337e-05	1464292163
-590.033	-7.3041e-05	1464292168
-600.051	-8.1355e-05	1464292173
