#
#--------LOG from Thu 04 Feb 2016 at 13h:44m:33s ---------
#
1454615081	 6.59
1454615087	 6.60
1454615092	 6.61
1454615097	 6.62
1454615102	 6.65
1454615108	 6.65
1454615113	 6.65
1454615118	 6.66
1454615123	 6.66
1454615128	 6.66
1454615134	 6.67
1454615139	 6.69
1454615144	 6.71
1454615149	 6.73
1454615155	 6.76
1454615160	 6.79
1454615165	 6.82
1454615170	 6.86
1454615176	 6.91
1454615181	 6.97
1454615186	 7.02
1454615192	 7.08
1454615197	 7.14
1454615202	 7.22
1454615208	 7.27
1454615214	 7.35
1454615219	 7.42
1454615224	 7.47
1454615229	 7.53
1454615234	 7.60
1454615240	 7.65
1454615245	 7.70
1454615250	 7.74
1454615255	 7.79
1454615261	 7.82
1454615266	 7.85
1454615271	 7.87
1454615276	 7.90
1454615282	 7.91
1454615287	 7.92
1454615293	 7.93
1454615298	 7.93
1454615303	 7.94
1454615308	 7.93
1454615313	 7.93
1454615319	 7.92
1454615324	 7.91
1454615329	 7.90
1454615334	 7.89
1454615339	 7.88
1454615344	 7.87
1454615349	 7.85
1454615355	 7.84
1454615360	 7.83
1454615365	 7.81
1454615370	 7.80
1454615376	 7.78
1454615381	 7.77
1454615386	 7.76
1454615391	 7.75
1454615396	 7.75
1454615402	 7.74
1454615407	 7.74
1454615412	 7.74
1454615417	 7.74
1454615422	 7.74
1454615428	 7.74
1454615433	 7.74
1454615438	 7.74
1454615444	 7.75
1454615449	 7.74
1454615454	 7.75
1454615460	 7.75
1454615465	 7.75
1454615470	 7.74
1454615476	 7.74
1454615481	 7.74
1454615486	 7.74
1454615491	 7.73
1454615496	 7.73
1454615502	 7.71
1454615508	 7.71
1454615513	 7.70
1454615518	 7.69
1454615524	 7.68
1454615530	 7.67
1454615535	 7.66
1454615541	 7.66
1454615546	 7.65
1454615551	 7.65
1454615557	 7.65
1454615562	 7.64
1454615568	 7.64
1454615573	 7.64
1454615578	 7.64
1454615584	 7.64
1454615589	 7.64
1454615594	 7.63
1454615600	 7.63
1454615605	 7.63
1454615610	 7.63
1454615616	 7.63
1454615621	 7.62
1454615626	 7.62
1454615631	 7.61
1454615636	 7.61
1454615642	 7.60
1454615647	 7.59
1454615652	 7.58
1454615658	 7.57
1454615663	 7.56
1454615668	 7.55
1454615673	 7.55
1454615679	 7.54
1454615684	 7.53
1454615689	 7.53
1454615695	 7.52
1454615701	 7.52
1454615706	 7.52
1454615711	 7.51
1454615716	 7.51
1454615722	 7.51
1454615727	 7.51
1454615732	 7.50
1454615738	 7.50
1454615743	 7.50
1454615748	 7.50
1454615754	 7.49
1454615759	 7.49
1454615764	 7.48
1454615770	 7.48
1454615775	 7.47
1454615780	 7.47
1454615786	 7.46
1454615791	 7.45
1454615797	 7.44
1454615802	 7.44
1454615807	 7.43
1454615813	 7.42
1454615818	 7.42
1454615823	 7.41
1454615828	 7.40
1454615833	 7.40
1454615839	 7.40
1454615844	 7.39
1454615849	 7.39
1454615855	 7.38
1454615860	 7.38
