Parameters of the vcal vs. pulse height fits
par[3]*(TMath::Erf((x[0]-par[0])/par[1])+par[2])

3.146266e+02 4.471397e+02 8.585431e-01 1.373443e+02     Pix  0  0
3.173524e+02 4.682596e+02 8.318005e-01 1.393451e+02     Pix  0  1
3.217968e+02 4.499406e+02 8.673393e-01 1.367278e+02     Pix  0  2
3.158378e+02 4.677597e+02 8.148307e-01 1.407132e+02     Pix  0  3
3.133025e+02 4.552875e+02 8.605475e-01 1.376517e+02     Pix  0  4
3.149382e+02 4.635082e+02 8.337148e-01 1.388264e+02     Pix  0  5
3.348579e+02 4.613847e+02 8.325348e-01 1.389768e+02     Pix  0  6
3.498045e+02 4.729984e+02 8.187867e-01 1.398403e+02     Pix  0  7
3.267210e+02 4.615673e+02 8.191388e-01 1.396059e+02     Pix  0  8
3.212523e+02 4.596927e+02 8.108025e-01 1.400726e+02     Pix  0  9
3.210345e+02 4.625999e+02 8.168309e-01 1.402487e+02     Pix  0 10
3.180678e+02 4.401535e+02 8.630471e-01 1.367875e+02     Pix  0 11
3.418249e+02 4.543076e+02 8.328204e-01 1.387202e+02     Pix  0 12
3.376501e+02 4.733492e+02 7.870094e-01 1.421997e+02     Pix  0 13
3.708235e+02 4.344674e+02 8.549746e-01 1.344066e+02     Pix  0 14
3.188802e+02 4.559020e+02 8.698058e-01 1.369074e+02     Pix  0 15
3.221476e+02 4.855841e+02 8.059209e-01 1.414875e+02     Pix  0 16
3.205715e+02 4.806698e+02 8.103911e-01 1.412079e+02     Pix  0 17
3.480412e+02 4.476423e+02 8.594621e-01 1.361962e+02     Pix  0 18
3.445997e+02 4.359651e+02 8.865425e-01 1.337955e+02     Pix  0 19
3.257153e+02 4.627551e+02 8.193609e-01 1.398727e+02     Pix  0 20
3.438843e+02 4.707681e+02 8.274029e-01 1.393482e+02     Pix  0 21
3.505366e+02 4.474316e+02 8.614266e-01 1.360115e+02     Pix  0 22
3.452602e+02 4.672639e+02 8.381840e-01 1.383807e+02     Pix  0 23
3.461944e+02 4.679687e+02 7.927734e-01 1.415621e+02     Pix  0 24
3.582172e+02 4.745536e+02 7.714832e-01 1.425673e+02     Pix  0 25
3.537943e+02 5.193004e+02 7.237918e-01 1.482698e+02     Pix  0 26
3.441671e+02 4.567391e+02 8.429823e-01 1.379643e+02     Pix  0 27
3.420359e+02 4.652654e+02 8.264066e-01 1.390696e+02     Pix  0 28
3.357097e+02 4.781304e+02 8.118489e-01 1.408340e+02     Pix  0 29
