#
#--------LOG from Mon 25 Apr 2016 at 15h:44m:27s ---------
#
#voltage(V)	current(A)	timestamp
  +0.034	-1.2684e-10	1461616779
  -9.965	-4.4911e-09	1461616784
 -19.944	-5.9917e-09	1461616789
 -29.941	-7.8493e-09	1461616794
 -39.935	-1.4617e-08	1461616799
 -49.932	-2.1692e-08	1461616804
 -59.912	-2.7351e-08	1461616809
 -69.910	-3.1853e-08	1461616814
 -79.924	-3.5433e-08	1461616819
 -89.921	-3.7859e-08	1461616824
 -99.937	-3.9725e-08	1461616829
-109.951	-4.0806e-08	1461616834
-119.962	-4.2096e-08	1461616839
-129.959	-4.2990e-08	1461616844
-139.974	-4.3969e-08	1461616849
-149.986	-4.4625e-08	1461616854
-159.984	-4.5573e-08	1461616859
-169.962	-4.6395e-08	1461616864
-179.959	-4.7361e-08	1461616869
-189.952	-4.8269e-08	1461616874
-199.949	-4.9156e-08	1461616879
-209.928	-5.0220e-08	1461616884
-219.925	-5.1565e-08	1461616889
-229.936	-5.2723e-08	1461616894
-239.951	-5.3902e-08	1461616900
-249.949	-5.5436e-08	1461616905
-259.965	-5.6888e-08	1461616910
-269.976	-5.8224e-08	1461616915
-279.972	-5.9638e-08	1461616920
-289.988	-6.1195e-08	1461616925
-300.004	-6.2677e-08	1461616930
-310.001	-6.4218e-08	1461616935
-319.979	-6.5575e-08	1461616940
-329.976	-6.7309e-08	1461616945
-339.969	-6.9014e-08	1461616950
-349.966	-7.0585e-08	1461616955
-359.945	-7.2471e-08	1461616960
-369.942	-7.4181e-08	1461616965
-379.951	-1.4948e-07	1461616970
-389.969	-2.7438e-07	1461616975
-399.971	-6.1748e-07	1461616980
-409.981	-1.5508e-06	1461616992
-419.993	-2.4957e-06	1461616997
-429.992	-4.1280e-06	1461617002
-440.011	-6.1341e-06	1461617007
-450.028	-8.8556e-06	1461617012
-460.018	-1.3339e-05	1461617021
-469.997	-1.7918e-05	1461617026
-479.995	-2.3551e-05	1461617031
-489.987	-3.0358e-05	1461617036
-499.985	-3.8627e-05	1461617041
-509.965	-4.8400e-05	1461617046
-519.963	-5.9804e-05	1461617051
-529.970	-7.3140e-05	1461617056
-539.989	-8.8192e-05	1461617061
-543.031	-9.9998e-05	1461617066
