#
#--------LOG from Thu 04 Feb 2016 at 15h:42m:44s ---------
#
#voltage(V)	current(A)	timestamp
  -0.024	-1.5917e-09	1454621843
 -10.009	-6.0586e-09	1454621848
 -19.995	-7.8271e-09	1454621853
 -29.980	-9.2114e-09	1454621858
 -39.963	-1.0680e-08	1454621863
 -49.948	-1.2125e-08	1454621868
 -59.952	-1.3948e-08	1454621873
 -69.937	-2.7570e-08	1454621878
 -79.946	-3.4273e-08	1454621884
 -89.960	-3.6751e-08	1454621889
 -99.975	-3.8796e-08	1454621894
-109.989	-4.0536e-08	1454621899
-120.001	-4.2143e-08	1454621904
-130.015	-4.4787e-08	1454621909
-140.048	-4.6675e-08	1454621914
-150.056	-4.8724e-08	1454621919
-160.042	-5.0625e-08	1454621924
-170.028	-5.2695e-08	1454621929
-180.012	-5.5099e-08	1454621934
-189.995	-5.7415e-08	1454621939
-199.979	-5.9526e-08	1454621944
-209.964	-6.1483e-08	1454621949
-219.949	-6.4747e-08	1454621954
-229.973	-6.4980e-08	1454621959
-239.987	-6.7672e-08	1454621964
-250.003	-7.0328e-08	1454621969
-260.017	-7.4241e-08	1454621974
-270.029	-7.1791e-08	1454621979
-280.042	-7.8623e-08	1454621984
-290.056	-8.1130e-08	1454621989
-300.070	-8.8009e-08	1454621994
-310.073	-9.3436e-08	1454621999
-320.058	-9.2403e-08	1454622004
-330.044	-1.0220e-07	1454622009
-340.027	-1.0965e-07	1454622014
-350.012	-1.1071e-07	1454622019
-359.998	-1.1918e-07	1454622024
-369.983	-1.4134e-07	1454622029
-379.982	-1.1321e-07	1454622034
-389.996	-1.2518e-07	1454622039
-400.029	-1.5480e-07	1454622044
-410.043	-1.5965e-07	1454622049
-420.055	-2.6117e-07	1454622054
-430.070	-3.4139e-07	1454622059
-440.083	-2.8788e-07	1454622064
-450.095	-2.5793e-07	1454622069
-460.084	-2.8557e-07	1454622074
-470.071	-4.9647e-07	1454622079
-480.075	-5.6596e-07	1454622084
-490.053	-1.6149e-07	1454622089
-500.038	-1.7781e-07	1454622094
-510.024	-2.1005e-07	1454622099
-520.010	-2.4596e-07	1454622104
-530.008	-4.4675e-07	1454622109
-540.021	-3.9629e-07	1454622114
-550.039	-7.2104e-07	1454622119
-559.956	-9.7281e-07	1454622124
-570.083	-6.1109e-07	1454622141
-580.091	-1.1702e-06	1454622153
-590.106	-1.8473e-06	1454622158
-600.119	-1.8039e-06	1454622164
