#
#--------LOG from Fri 29 Apr 2016 at 15h:10m:20s ---------
#
#voltage(V)	current(A)	timestamp
  +0.032	+1.2979e-10	1461960422
  -9.966	-3.1101e-09	1461960427
 -19.945	-5.4019e-09	1461960432
 -29.942	-7.5545e-09	1461960437
 -39.936	-9.7209e-09	1461960442
 -49.933	-1.1918e-08	1461960447
 -59.913	-1.5418e-08	1461960452
 -69.923	-1.0051e-06	1461960457
 -79.926	-1.1417e-06	1461960469
 -89.923	-1.1498e-06	1461960474
 -99.938	-1.1553e-06	1461960479
-109.953	-1.1614e-06	1461960484
-119.964	-1.1669e-06	1461960489
-129.961	-1.1694e-06	1461960494
-139.976	-1.1717e-06	1461960499
-149.988	-1.1765e-06	1461960504
-159.986	-1.1805e-06	1461960509
-169.965	-1.1825e-06	1461960514
-179.962	-1.1861e-06	1461960519
-189.954	-1.1878e-06	1461960524
-199.952	-1.1880e-06	1461960529
-209.930	-1.1896e-06	1461960534
-219.928	-1.1933e-06	1461960539
-229.938	-1.1957e-06	1461960544
-239.954	-1.1996e-06	1461960549
-249.952	-1.2066e-06	1461960554
-259.968	-1.4254e-06	1461960559
-269.982	-4.5077e-06	1461960564
-279.983	-8.4667e-06	1461960569
-289.991	-1.5817e-05	1461960578
-300.007	-2.2252e-05	1461960583
-310.006	-2.9884e-05	1461960588
-319.985	-3.8657e-05	1461960593
-329.983	-4.8865e-05	1461960598
-339.978	-6.1428e-05	1461960603
-349.977	-7.6326e-05	1461960608
-359.958	-9.3093e-05	1461960613
-356.682	-9.9998e-05	1461960618
