  1 vdig       6  
  2 vana       104
  3 vsh        30 
  4 vcomp      12 
  7 vwllpr     150
  9 vwllsh     150
 10 vhlddel    250
 11 vtrim      217
 12 vthrcomp   126
 13 vibias_bus 30 
 17 phoffset   205
 19 vcomp_adc  50 
 20 phscale    75 
 22 vicolor    100
 25 vcal       200
 26 caldel     121
253 ctrlreg    0  
254 wbc        100
255 readback   0  
