#
#--------LOG from Fri 27 May 2016 at 12h:33m:40s ---------
#
#voltage(V)	current(A)	timestamp
  +0.031	-2.6207e-09	1464370147
  -9.967	-1.8730e-08	1464370152
 -19.947	-2.5500e-08	1464370157
 -29.944	-3.0462e-08	1464370162
 -39.937	-3.4871e-08	1464370167
 -49.935	-3.8747e-08	1464370172
 -59.915	-4.9165e-08	1464370177
 -69.913	-6.2466e-08	1464370182
 -79.927	-6.9335e-08	1464370187
 -89.924	-7.3458e-08	1464370192
 -99.939	-7.6783e-08	1464370197
-109.954	-7.9847e-08	1464370202
-119.965	-8.2716e-08	1464370207
-129.962	-8.5421e-08	1464370212
-139.977	-8.7944e-08	1464370217
-149.990	-9.0476e-08	1464370222
-159.988	-9.3021e-08	1464370227
-169.966	-9.5435e-08	1464370232
-179.963	-9.7902e-08	1464370237
-189.956	-1.0058e-07	1464370242
-199.952	-1.0322e-07	1464370247
-209.931	-1.0599e-07	1464370252
-219.928	-1.0888e-07	1464370257
-229.939	-1.1194e-07	1464370262
-239.955	-1.1494e-07	1464370267
-249.953	-1.1827e-07	1464370272
-259.968	-1.2154e-07	1464370278
-269.979	-1.2511e-07	1464370283
-279.976	-1.2877e-07	1464370288
-289.992	-1.3251e-07	1464370293
-300.007	-1.3637e-07	1464370298
-310.005	-1.4025e-07	1464370303
-319.984	-1.4425e-07	1464370308
-329.981	-1.4837e-07	1464370313
-339.973	-1.5257e-07	1464370318
-349.971	-1.5665e-07	1464370323
-359.950	-1.6091e-07	1464370328
-369.946	-1.6539e-07	1464370333
-379.954	-1.7021e-07	1464370338
-389.970	-1.7518e-07	1464370343
-399.968	-1.8048e-07	1464370348
-409.983	-1.8634e-07	1464370353
-419.994	-1.9487e-07	1464370358
-429.993	-3.0104e-07	1464370363
-440.008	-1.6072e-06	1464370375
-450.027	-5.7060e-06	1464370380
-460.021	-1.3281e-05	1464370389
-470.000	-2.2894e-05	1464370394
-480.000	-3.7065e-05	1464370399
-489.994	-5.1653e-05	1464370404
-499.992	-6.8258e-05	1464370409
-509.973	-8.7783e-05	1464370414
-515.720	-9.9998e-05	1464370419
