#
#--------LOG from Tue 24 May 2016 at 10h:23m:47s ---------
#
#voltage(V)	current(A)	timestamp
  +0.031	-1.9922e-09	1464103283
  -9.967	-2.5703e-08	1464103288
 -19.947	-4.2463e-08	1464103293
 -29.943	-5.9769e-08	1464103298
 -39.937	-8.0396e-08	1464103303
 -49.934	-1.0113e-07	1464103308
 -59.915	-1.3313e-07	1464103313
 -69.913	-1.9141e-07	1464103318
 -79.928	-2.1947e-07	1464103323
 -89.925	-2.4896e-07	1464103328
 -99.941	-2.8396e-07	1464103333
-109.956	-3.2951e-07	1464103338
-119.968	-3.6505e-07	1464103343
-129.966	-5.1297e-06	1464103355
-139.981	-3.8777e-06	1464103371
-149.994	-5.2318e-06	1464103376
-159.992	-5.5658e-06	1464103381
-169.968	-2.9588e-06	1464103386
-179.971	-7.2825e-07	1464103395
-189.959	-4.5274e-06	1464103408
-199.953	-1.9153e-05	1464103416
-209.935	-5.0079e-05	1464103421
-219.784	-9.5868e-05	1464103426
