#
#--------LOG from Wed 22 Jun 2016 at 15h:04m:34s ---------
#
#voltage(V)	current(A)	timestamp
  +0.033	+2.1192e-10	1466625573
  -9.965	-5.0130e-09	1466625578
 -19.946	-6.5737e-09	1466625583
 -29.942	-8.0613e-09	1466625588
 -39.936	-1.4212e-08	1466625593
 -49.934	-2.0150e-08	1466625598
 -59.914	-2.4744e-08	1466625603
 -69.913	-2.7198e-08	1466625608
 -79.926	-2.8664e-08	1466625613
 -89.922	-2.9599e-08	1466625618
 -99.938	-3.0422e-08	1466625623
-109.952	-3.1177e-08	1466625628
-119.963	-3.1924e-08	1466625633
-129.960	-3.2643e-08	1466625638
-139.975	-3.3341e-08	1466625643
-149.986	-3.3826e-08	1466625648
-159.984	-3.4482e-08	1466625653
-169.964	-3.5037e-08	1466625658
-179.961	-3.5754e-08	1466625663
-189.954	-3.6445e-08	1466625668
-199.951	-3.6979e-08	1466625673
-209.930	-3.7744e-08	1466625678
-219.928	-3.8352e-08	1466625683
-229.939	-3.8998e-08	1466625688
-239.954	-3.9705e-08	1466625693
-249.952	-4.0435e-08	1466625698
-259.967	-4.1057e-08	1466625703
-269.978	-4.1775e-08	1466625708
-279.973	-4.2412e-08	1466625713
-289.989	-4.3081e-08	1466625718
-300.003	-4.3796e-08	1466625723
-310.002	-4.4487e-08	1466625728
-319.980	-4.5162e-08	1466625733
-329.978	-4.5904e-08	1466625738
-339.971	-4.6709e-08	1466625743
-349.969	-5.2999e-08	1466625748
-359.949	-1.1568e-07	1466625753
-369.950	-4.0650e-07	1466625758
-379.963	-9.2163e-07	1466625763
-389.969	-1.1599e-06	1466625776
-399.968	-2.2982e-06	1466625781
-409.985	-3.5839e-06	1466625786
-419.998	-5.0174e-06	1466625791
-429.996	-6.8550e-06	1466625796
-440.014	-8.9544e-06	1466625801
-450.029	-8.7324e-06	1466625814
-460.019	-1.2826e-05	1466625823
-469.998	-1.8499e-05	1466625828
-479.996	-2.4607e-05	1466625833
-489.990	-3.1103e-05	1466625838
-499.988	-3.8417e-05	1466625843
-509.968	-4.6306e-05	1466625848
-519.965	-5.5350e-05	1466625853
-529.972	-6.4974e-05	1466625858
-539.991	-7.6850e-05	1466625863
-549.991	-8.9819e-05	1466625868
-556.451	-9.9998e-05	1466625873
