#
#--------LOG from Thu 28 Apr 2016 at 16h:01m:51s ---------
#
#voltage(V)	current(A)	timestamp
  +0.034	-1.3192e-09	1461877002
  -9.964	-1.2687e-08	1461877007
 -19.944	-1.6583e-08	1461877012
 -29.940	-1.9534e-08	1461877017
 -39.934	-2.2289e-08	1461877022
 -49.932	-2.6016e-08	1461877027
 -59.913	-1.4368e-07	1461877032
 -69.912	-1.8354e-06	1461877045
 -79.925	-2.0679e-06	1461877050
 -89.923	-2.0854e-06	1461877055
 -99.939	-2.0999e-06	1461877060
-109.953	-2.1061e-06	1461877065
-119.965	-2.1070e-06	1461877070
-129.963	-2.1051e-06	1461877075
-139.977	-2.1003e-06	1461877080
-149.989	-2.0955e-06	1461877085
-159.987	-2.0893e-06	1461877090
-169.965	-2.0830e-06	1461877095
-179.962	-2.0763e-06	1461877100
-189.955	-2.0737e-06	1461877105
-199.952	-2.0698e-06	1461877110
-209.930	-2.0675e-06	1461877115
-219.927	-2.0660e-06	1461877120
-229.938	-2.0637e-06	1461877125
-239.954	-2.0639e-06	1461877130
-249.952	-2.0760e-06	1461877135
-259.967	-2.0670e-06	1461877140
-269.979	-2.0733e-06	1461877145
-279.975	-2.0803e-06	1461877150
-289.990	-2.0922e-06	1461877155
-300.005	-2.1037e-06	1461877160
-310.003	-2.1179e-06	1461877165
-319.982	-2.1325e-06	1461877170
-329.979	-2.1448e-06	1461877175
-339.972	-2.1596e-06	1461877180
-349.969	-2.1717e-06	1461877185
-359.948	-2.1805e-06	1461877190
-369.945	-2.1857e-06	1461877195
-379.952	-2.1937e-06	1461877200
-389.969	-2.2030e-06	1461877205
-399.967	-2.1956e-06	1461877210
-409.983	-2.1947e-06	1461877215
-419.994	-2.1923e-06	1461877220
-429.990	-2.1893e-06	1461877225
-440.006	-2.1852e-06	1461877230
-450.022	-2.2015e-06	1461877235
-460.021	-2.2251e-06	1461877240
-469.998	-2.2348e-06	1461877245
-479.996	-2.2242e-06	1461877251
-489.987	-2.2119e-06	1461877256
-499.984	-2.2085e-06	1461877261
-509.963	-2.2117e-06	1461877266
-519.960	-2.2175e-06	1461877271
-529.965	-2.2499e-06	1461877276
-539.983	-2.2592e-06	1461877281
-549.982	-2.2983e-06	1461877286
-559.999	-2.3144e-06	1461877291
-570.010	-2.3531e-06	1461877296
-580.028	-2.3658e-06	1461877301
-590.026	-2.3796e-06	1461877306
-600.043	-2.4648e-06	1461877311
