#
#--------LOG from Tue 30 Aug 2016 at 15h:51m:05s ---------
#
#voltage(V)	current(A)	timestamp
  +0.031	+2.9842e-09	1472590105
  -9.967	-8.9664e-10	1472590110
 -19.947	-3.1168e-09	1472590115
 -29.944	-5.3704e-09	1472590120
 -39.937	-6.8412e-09	1472590125
 -49.935	-8.0353e-09	1472590130
 -59.915	-9.8269e-09	1472590135
 -69.914	-1.4763e-08	1472590140
 -79.927	-1.9824e-08	1472590145
 -89.924	-2.3476e-08	1472590150
 -99.940	-2.5937e-08	1472590155
-109.954	-2.7510e-08	1472590160
-119.965	-2.8647e-08	1472590165
-129.961	-2.9594e-08	1472590170
-139.977	-3.0549e-08	1472590175
-149.989	-3.1478e-08	1472590180
-159.987	-3.2327e-08	1472590185
-169.966	-3.3188e-08	1472590190
-179.963	-3.4058e-08	1472590195
-189.956	-3.4929e-08	1472590200
-199.953	-3.5809e-08	1472590205
-209.932	-3.6671e-08	1472590210
-219.929	-3.7507e-08	1472590215
-229.940	-3.8423e-08	1472590220
-239.956	-3.9343e-08	1472590225
-249.953	-4.0074e-08	1472590230
-259.968	-4.1060e-08	1472590235
-269.987	-6.7973e-07	1472590240
-279.976	-1.3920e-05	1472590249
-289.996	-5.1642e-05	1472590254
-300.017	-9.8172e-05	1472590259
-300.321	-9.9998e-05	1472590264
