#
#--------LOG from Thu 08 Sep 2016 at 17h:41m:42s ---------
#
#voltage(V)	current(A)	timestamp
  +0.031	+4.5400e-09	1473374300
  -9.968	+2.0528e-09	1473374305
 -19.947	-2.2165e-10	1473374310
 -29.945	-1.9736e-09	1473374315
 -39.939	-3.1577e-09	1473374320
 -49.936	-4.2328e-09	1473374325
 -59.916	-5.6462e-09	1473374330
 -69.914	-8.4561e-09	1473374335
 -79.928	-1.0942e-08	1473374340
 -89.924	-1.4400e-08	1473374345
 -99.940	-1.7543e-08	1473374350
-109.955	-2.0274e-08	1473374355
-119.966	-2.2471e-08	1473374360
-129.962	-2.4126e-08	1473374365
-139.977	-2.5166e-08	1473374370
-149.989	-2.6249e-08	1473374376
-159.987	-2.6958e-08	1473374381
-169.965	-2.7657e-08	1473374386
-179.963	-2.8294e-08	1473374391
-189.956	-2.9115e-08	1473374396
-199.953	-2.9261e-08	1473374401
-209.932	-2.9645e-08	1473374406
-219.929	-3.0384e-08	1473374411
-229.940	-3.0492e-08	1473374416
-239.956	-3.1023e-08	1473374421
-249.953	-2.5305e-07	1473374426
-259.968	-5.5091e-07	1473374431
-269.979	-1.1538e-06	1473374436
-279.976	-2.0482e-06	1473374441
-289.991	-3.3629e-06	1473374446
-300.007	-5.0828e-06	1473374451
-310.005	-7.8852e-06	1473374456
-319.985	-1.2410e-05	1473374461
-329.983	-1.8532e-05	1473374466
-339.977	-2.6251e-05	1473374471
-349.975	-3.5655e-05	1473374476
-359.956	-4.6840e-05	1473374481
-369.955	-5.9799e-05	1473374486
-379.965	-7.4128e-05	1473374491
-389.982	-9.0389e-05	1473374496
-392.706	-9.9999e-05	1473374501
